timestamp,symbol,open,high,low,close,trade_count,vwap
2023-01-09 09:00:00+00:00,AAPL,129.6,130.5,129.6,130.29,1764.0,130.153842
2023-01-09 10:00:00+00:00,AAPL,130.26,130.5,130.15,130.25,979.0,130.311146
2023-01-09 11:00:00+00:00,AAPL,130.21,130.35,130.02,130.22,918.0,130.212986
2023-01-09 12:00:00+00:00,AAPL,130.25,130.4,130.16,130.25,2684.0,130.275261
2023-01-09 13:00:00+00:00,AAPL,130.2,130.63,129.955,130.2,8029.0,130.263472
2023-01-09 14:00:00+00:00,AAPL,130.24,132.06,130.13,132.015,142797.0,131.161259
2023-01-09 15:00:00+00:00,AAPL,132.01,133.14,131.96,132.74,118286.0,132.502369
2023-01-09 16:00:00+00:00,AAPL,132.74,133.41,132.67,132.945,78933.0,133.047417
2023-01-09 17:00:00+00:00,AAPL,132.94,132.955,132.25,132.459,55394.0,132.59708
2023-01-09 18:00:00+00:00,AAPL,132.46,132.64,131.19,131.395,66471.0,131.941004
2023-01-09 19:00:00+00:00,AAPL,131.39,131.726,130.59,130.67,69507.0,131.325151
2023-01-09 20:00:00+00:00,AAPL,130.68,130.82,129.89,130.19,91358.0,130.348013
2023-01-09 21:00:00+00:00,AAPL,130.19,131.709,130.04,130.1,1885.0,130.157518
2023-01-09 22:00:00+00:00,AAPL,130.12,130.12,130.03,130.04,809.0,130.124267
2023-01-09 23:00:00+00:00,AAPL,130.05,130.07,129.95,130.04,1557.0,130.021745
2023-01-10 00:00:00+00:00,AAPL,130.01,130.04,129.76,129.85,1791.0,129.878198
2023-01-10 09:00:00+00:00,AAPL,130.02,130.28,129.84,130.13,839.0,130.040054
2023-01-10 10:00:00+00:00,AAPL,130.17,130.5,130.1,130.5,498.0,130.276988
2023-01-10 11:00:00+00:00,AAPL,130.44,130.46,130.01,130.12,793.0,130.17904
2023-01-10 12:00:00+00:00,AAPL,130.12,130.12,129.32,129.75,2923.0,129.646468
2023-01-10 13:00:00+00:00,AAPL,130.0334,130.4385,129.3,129.85,5083.0,129.712817
2023-01-10 14:00:00+00:00,AAPL,129.88,131.2636,129.51,129.99,106755.0,130.229309
2023-01-10 15:00:00+00:00,AAPL,129.99,130.8367,128.12,129.09,128056.0,129.413267
2023-01-10 16:00:00+00:00,AAPL,129.1,129.23,128.66,128.88,68496.0,128.959486
2023-01-10 17:00:00+00:00,AAPL,128.87,129.86,128.45,129.73,54357.0,129.212876
2023-01-10 18:00:00+00:00,AAPL,129.73,130.27,129.42,130.225,57167.0,129.84875
2023-01-10 19:00:00+00:00,AAPL,130.23,130.69,129.98,130.115,50118.0,130.309762
2023-01-10 20:00:00+00:00,AAPL,130.115,130.75,129.76,130.75,74620.0,130.243198
2023-01-10 21:00:00+00:00,AAPL,130.75,130.8,130.66,130.7,1869.0,130.730361
2023-01-10 22:00:00+00:00,AAPL,130.71,130.76,130.7,130.72,484.0,130.736201
2023-01-10 23:00:00+00:00,AAPL,130.72,130.76,130.58,130.75,826.0,130.693104
2023-01-11 00:00:00+00:00,AAPL,130.75,130.99,130.75,130.97,1070.0,130.875506
2023-01-11 09:00:00+00:00,AAPL,130.95,131.3,130.8,131.05,797.0,131.119361
2023-01-11 10:00:00+00:00,AAPL,131.21,131.32,130.96,130.96,612.0,131.134073
2023-01-11 11:00:00+00:00,AAPL,130.96,131.18,130.8,130.8,722.0,130.977125
2023-01-11 12:00:00+00:00,AAPL,130.88,130.94,130.46,130.7,2013.0,130.71808
2023-01-11 13:00:00+00:00,AAPL,130.85,131.68,130.404,131.5,7426.0,131.11454
2023-01-11 14:00:00+00:00,AAPL,131.5,131.59,130.46,130.8781,97468.0,131.068217
2023-01-11 15:00:00+00:00,AAPL,130.895,132.1084,130.49,131.475,104965.0,131.415731
2023-01-11 16:00:00+00:00,AAPL,131.48,132.37,131.375,132.29,67099.0,131.799965
2023-01-11 17:00:00+00:00,AAPL,132.3,132.93,132.2296,132.75,66071.0,132.643494
2023-01-11 18:00:00+00:00,AAPL,132.76,133.24,132.21,132.4001,58798.0,132.71466
2023-01-11 19:00:00+00:00,AAPL,132.41,132.87,132.165,132.5299,47376.0,132.497423
2023-01-11 20:00:00+00:00,AAPL,132.53,133.51,132.495,133.48,98478.0,133.039126
2023-01-11 21:00:00+00:00,AAPL,133.48,133.5,133.14,133.43,4144.0,133.486988
2023-01-11 22:00:00+00:00,AAPL,133.42,133.47,133.35,133.44,1528.0,133.425943
2023-01-11 23:00:00+00:00,AAPL,133.44,133.47,133.36,133.44,1403.0,133.427039
2023-01-12 00:00:00+00:00,AAPL,133.45,133.49,133.39,133.49,1779.0,133.434701
2023-01-12 09:00:00+00:00,AAPL,134.0,134.0,133.32,133.8,762.0,133.575505
2023-01-12 10:00:00+00:00,AAPL,133.75,133.75,133.41,133.64,645.0,133.578687
2023-01-12 11:00:00+00:00,AAPL,133.63,133.69,133.42,133.64,448.0,133.601401
2023-01-12 12:00:00+00:00,AAPL,133.64,134.16,133.5,134.16,2641.0,133.817716
2023-01-12 13:00:00+00:00,AAPL,133.6302,134.61,131.5,134.33,23742.0,133.434322
2023-01-12 14:00:00+00:00,AAPL,134.35,134.66,131.44,132.3,132104.0,132.78791
2023-01-12 15:00:00+00:00,AAPL,132.3,133.795,132.15,132.445,118570.0,132.973766
2023-01-12 16:00:00+00:00,AAPL,132.45,133.1705,131.99,133.08,75382.0,132.5202
2023-01-12 17:00:00+00:00,AAPL,133.08,134.22,132.815,133.72,67219.0,133.709356
2023-01-12 18:00:00+00:00,AAPL,133.715,134.19,132.42,134.025,71502.0,133.546713
2023-01-12 19:00:00+00:00,AAPL,134.02,134.11,133.01,133.3501,56256.0,133.441298
2023-01-12 20:00:00+00:00,AAPL,133.355,133.56,132.77,133.385,80782.0,133.202173
2023-01-12 21:00:00+00:00,AAPL,133.385,133.45,133.1501,133.22,1462.0,133.409133
2023-01-12 22:00:00+00:00,AAPL,133.2,133.5,133.18,133.201,546.0,133.287866
2023-01-12 23:00:00+00:00,AAPL,133.2,133.27,133.13,133.2,661.0,133.194237
2023-01-13 00:00:00+00:00,AAPL,133.19,133.25,133.12,133.12,631.0,133.184356
2023-01-13 09:00:00+00:00,AAPL,133.43,133.6,133.06,133.37,800.0,133.304499
2023-01-13 10:00:00+00:00,AAPL,133.3,133.34,133.14,133.16,195.0,133.25669
2023-01-13 11:00:00+00:00,AAPL,133.06,133.12,132.6,132.78,597.0,132.853106
2023-01-13 12:00:00+00:00,AAPL,132.89,132.89,132.13,132.15,2639.0,132.48948
2023-01-13 13:00:00+00:00,AAPL,132.8,133.41,131.82,132.02,6892.0,132.528535
2023-01-13 14:00:00+00:00,AAPL,132.02,132.9328,131.66,132.565,86196.0,132.287776
2023-01-13 15:00:00+00:00,AAPL,132.54,133.97,132.4,133.75,115797.0,133.390046
2023-01-13 16:00:00+00:00,AAPL,133.75,133.96,132.755,133.2131,74496.0,133.255104
2023-01-13 17:00:00+00:00,AAPL,133.21,133.6,133.1301,133.539,47410.0,133.368692
2023-01-13 18:00:00+00:00,AAPL,133.54,134.38,133.3,134.1365,53916.0,133.855174
2023-01-13 19:00:00+00:00,AAPL,134.14,134.42,133.89,134.1309,50355.0,134.146057
